2756
animation,  1774,  0.6436865021770682
pointer-events,  1768,  0.6415094339622641
min-width,  1753,  0.636066763425254
max-height,  1696,  0.6153846153846154
border-left,  1696,  0.6153846153846154
flex,  1693,  0.6142960812772134
word-break,  1676,  0.6081277213352685
overflow-y,  1673,  0.6070391872278664
border-right,  1654,  0.6001451378809869
flex-direction,  1643,  0.5961538461538461
quotes,  1617,  0.5867198838896952
transform-origin,  1574,  0.5711175616835994
border-width,  1500,  0.5442670537010159
box-shadow,  1483,  0.5380986937590712
word-wrap,  1438,  0.5217706821480407
overflow-x,  1437,  0.5214078374455733
text-indent,  1333,  0.4836719883889695
user-select,  1307,  0.4742380261248186
font,  1281,  0.46480406386066764
border-style,  1257,  0.45609579100145137
animation-duration,  1201,  0.43577648766328014
border-top-left-radius,  1183,  0.42924528301886794
border-top-right-radius,  1181,  0.4285195936139332
border-bottom-right-radius,  1160,  0.420899854862119
border-bottom-left-radius,  1149,  0.4169085631349782
animation-timing-function,  1144,  0.41509433962264153
border-bottom-color,  1143,  0.4147314949201742
animation-fill-mode,  1127,  0.40892597968069666
transition-property,  1078,  0.3911465892597968
text-shadow,  1068,  0.3875181422351234
letter-spacing,  1068,  0.3875181422351234
table-layout,  1036,  0.37590711175616837
font-variant,  1028,  0.37300435413642963
zoom,  972,  0.35268505079825835
border-top-width,  964,  0.3497822931785196
border-bottom-width,  958,  0.34760522496371554
border-top-color,  944,  0.34252539912917274
border-left-color,  930,  0.3374455732946299
animation-name,  911,  0.33055152394775034
background-clip,  905,  0.3283744557329463
box-flex,  895,  0.32474600870827286
border-right-color,  880,  0.3193033381712627
appearance,  860,  0.31204644412191584
animation-delay,  860,  0.31204644412191584
box-pack,  856,  0.31059506531204645
box-align,  850,  0.3084179970972424
align-self,  847,  0.3073294629898404
border-left-width,  847,  0.3073294629898404
border-right-width,  831,  0.30152394775036284
resize,  819,  0.2971698113207547
animation-play-state,  818,  0.29680696661828737
text-size-adjust,  794,  0.2880986937590711
list-style-type,  788,  0.28592162554426703
tap-highlight-color,  776,  0.28156748911465895
box-orient,  772,  0.28011611030478956
overflow-style,  758,  0.27503628447024675
touch-callout,  754,  0.27358490566037735
margin-start,  751,  0.27249637155297535
margin-before,  751,  0.27249637155297535
padding-after,  751,  0.27249637155297535
padding-before,  751,  0.27249637155297535
margin-after,  751,  0.27249637155297535
margin-end,  751,  0.27249637155297535
padding-end,  751,  0.27249637155297535
padding-start,  751,  0.27249637155297535
align-content,  745,  0.2703193033381713
direction,  741,  0.2688679245283019
flex-wrap,  726,  0.26342525399129174
touch-action,  726,  0.26342525399129174
border-bottom-style,  724,  0.262699564586357
border-top-style,  722,  0.26197387518142234
word-spacing,  719,  0.26088534107402034
font-smoothing,  711,  0.25798258345428154
font-size-adjust,  708,  0.25689404934687954
line-clamp,  700,  0.2539912917271408
border-left-style,  697,  0.25290275761973874
overflow-scrolling,  696,  0.2525399129172714
frameborder,  691,  0.25072568940493467
flex-pack,  689,  0.25
flex-align,  689,  0.25
text-stroke-width,  685,  0.24854862119013063
background-attachment,  685,  0.24854862119013063
page-break-inside,  681,  0.24709724238026126
border-right-style,  681,  0.24709724238026126
page-break-after,  680,  0.2467343976777939
font-stretch,  676,  0.24528301886792453
animation-iteration-count,  669,  0.24274310595065313
focus-ring-color,  669,  0.24274310595065313
flex-line-pack,  656,  0.23802612481857766
text-rendering,  648,  0.2351233671988389
flex-shrink,  635,  0.23040638606676342
fill,  625,  0.22677793904208998
backface-visibility,  622,  0.22568940493468795
filter,  612,  0.2220609579100145
transition-timing-function,  575,  0.2086357039187228
perspective,  451,  0.16364296081277213
transform-style,  436,  0.15820029027576196
box-direction,  413,  0.14985486211901305
user-modify,  412,  0.14949201741654572
print-color-adjust,  404,  0.14658925979680695
list-style-position,  400,  0.14513788098693758
flex-negative,  397,  0.14404934687953555
outline-offset,  382,  0.1386066763425254
overflow-wrap,  347,  0.12590711175616837
transition-duration,  321,  0.11647314949201741
stroke,  313,  0.11357039187227866
flex-grow,  303,  0.10994194484760522
flex-flow,  298,  0.1081277213352685
flex-basis,  266,  0.0965166908563135
object-fit,  261,  0.09470246734397678
speak,  230,  0.08345428156748912
marign,  228,  0.08272859216255443
ime-mode,  220,  0.07982583454281568
clip,  219,  0.07946298984034833
will-change,  215,  0.07801161103047896
stroke-width,  211,  0.07656023222060958
background-position-y,  209,  0.0758345428156749
text-autospace,  204,  0.07402031930333818
background-position-x,  200,  0.07256894049346879
order,  198,  0.07184325108853411
flex-item-align,  196,  0.07111756168359942
size,  193,  0.07002902757619739
text-justify,  193,  0.07002902757619739
layout-grid,  189,  0.068577648766328
page,  189,  0.068577648766328
panose-1,  189,  0.068577648766328
layout-grid-mode,  189,  0.068577648766328
outline-width,  187,  0.06785195936139332
border-image,  184,  0.06676342525399129
image-orientation,  184,  0.06676342525399129
postion,  183,  0.06640058055152395
widht,  183,  0.06640058055152395
self-align,  181,  0.06567489114658925
flex-preferred-size,  181,  0.06567489114658925
transition-delay,  175,  0.0634978229317852
user-drag,  174,  0.06313497822931785
tab-size,  172,  0.062409288824383166
text-fill-color,  170,  0.061683599419448475
box-ordinal-group,  169,  0.06132075471698113
flex-order,  169,  0.06132075471698113
text-stroke,  168,  0.06095791001451379
unicode-range,  168,  0.06095791001451379
text-decoration-skip,  167,  0.06059506531204644
text-align-last,  166,  0.0602322206095791
font-feature-settings,  166,  0.0602322206095791
list-style-image,  166,  0.0602322206095791
background-origin,  165,  0.059869375907111756
outline-style,  162,  0.05878084179970972
flex-positive,  161,  0.05841799709724238
counter-increment,  160,  0.05805515239477504
backdrop-filter,  159,  0.057692307692307696
user-touch,  159,  0.057692307692307696
dispaly,  158,  0.057329462989840346
scroll-behavior,  158,  0.057329462989840346
flex-fow,  157,  0.056966618287373004
backgroun-position,  156,  0.05660377358490566
animate,  156,  0.05660377358490566
interpolation-mode,  154,  0.05587808417997097
pading,  154,  0.05587808417997097
image-rendering,  154,  0.05587808417997097
box-lines,  154,  0.05587808417997097
heigth,  154,  0.05587808417997097
behavior,  154,  0.05587808417997097
stroke-linecap,  153,  0.05551523947750363
caret-color,  153,  0.05551523947750363
orphans,  152,  0.055152394775036286
timing-function,  152,  0.055152394775036286
break-inside,  151,  0.05478955007256894
pointer-event,  151,  0.05478955007256894
clip-path,  150,  0.054426705370101594
counter-reset,  150,  0.054426705370101594
text-anchor,  150,  0.054426705370101594
backgournd,  149,  0.05406386066763425
mask-image,  149,  0.05406386066763425
font-variant-caps,  148,  0.05370101596516691
break-after,  148,  0.05370101596516691
line-heigt,  147,  0.05333817126269957
max-lines,  147,  0.05333817126269957
text-wrap,  147,  0.05333817126269957
font-language-override,  146,  0.05297532656023222
with,  146,  0.05297532656023222
line-hight,  146,  0.05297532656023222
margin-block-start,  146,  0.05297532656023222
margin-block-end,  146,  0.05297532656023222
hyphens,  146,  0.05297532656023222
gont-size,  146,  0.05297532656023222
empty-cells,  145,  0.052612481857764876
animation-direction,  143,  0.05188679245283019
webkit-overflow-scrolling,  141,  0.0511611030478955
justify-items,  141,  0.0511611030478955
text-aline,  141,  0.0511611030478955
trainsform,  141,  0.0511611030478955
dipslay,  141,  0.0511611030478955
transformt,  140,  0.05079825834542816
marigin-right,  139,  0.050435413642960815
object-position,  138,  0.050072568940493466
jusify-content,  138,  0.050072568940493466
contant,  138,  0.050072568940493466
displa,  138,  0.050072568940493466
max-length,  138,  0.050072568940493466
grid-row-align,  137,  0.04970972423802612
margin-buttom,  136,  0.04934687953555878
hegiht,  135,  0.04898403483309144
hight,  135,  0.04898403483309144
boder-top,  135,  0.04898403483309144
outline-color,  135,  0.04898403483309144
mask-box-image,  132,  0.047895500725689405
margin-top-collapse,  132,  0.047895500725689405
webkit-filter,  127,  0.04608127721335269
line-break,  125,  0.045355587808417995
text-decoration-line,  122,  0.04426705370101597
widows,  122,  0.04426705370101597
stroke-dasharray,  116,  0.0420899854862119
backbround-clip,  116,  0.0420899854862119
stroke-dashoffset,  116,  0.0420899854862119
vertial-align,  114,  0.041364296081277216
padding-border,  109,  0.03955007256894049
backgrund,  108,  0.03918722786647315
maring-left,  107,  0.038824383164005806
font-siz,  106,  0.038461538461538464
overscroll-behavior,  106,  0.038461538461538464
perspective-origin,  103,  0.03737300435413643
diplay,  96,  0.03483309143686502
caption-side,  92,  0.033381712626995644
border-to-width,  89,  0.03229317851959362
overflow-srolling,  88,  0.03193033381712627
tansition,  88,  0.03193033381712627
flex-box,  86,  0.031204644412191583
margin-leftll,  86,  0.031204644412191583
mask-origin,  82,  0.029753265602322207
positiion,  79,  0.028664731494920173
border-image-width,  75,  0.027213352685050797
align-tems,  49,  0.017779390420899856
text-underline,  48,  0.01741654571843251
transform-origin-right,  47,  0.017053701015965168
transform-origin-left,  47,  0.017053701015965168
text-decoration-style,  45,  0.01632801161103048
font-variant-ligatures,  45,  0.01632801161103048
rendering-intent,  45,  0.01632801161103048
color-profile,  45,  0.01632801161103048
contain,  43,  0.015602322206095792
text-decoration-color,  40,  0.01451378809869376
coolor,  34,  0.012336719883889695
border-image-source,  32,  0.011611030478955007
border-image-slice,  32,  0.011611030478955007
margn-top,  19,  0.006894049346879536
transfrom,  9,  0.003265602322206096
line-heght,  8,  0.002902757619738752
heght,  8,  0.002902757619738752
font-display,  4,  0.001451378809869376
text-decoration-skip-ink,  2,  0.000725689404934688
shape-rendering,  2,  0.000725689404934688
lign-items,  1,  0.000362844702467344
vertical-aligin,  1,  0.000362844702467344
1228
